instance_id,repo,coupling_label,complexity_label,modularity_label,coupling_criteria,complexity_criteria,modularity_criteria,fragment_count,parseable_fragment_pairs
pydata__xarray-7444,pydata/xarray,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,16,9
pylint-dev__pylint-4330,pylint-dev/pylint,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,12,7
pylint-dev__pylint-4339,pylint-dev/pylint,0,0,1,,,increased_function_decomposition,5,2
pylint-dev__pylint-4398,pylint-dev/pylint,0,0,0,,,,5,2
pylint-dev__pylint-4421,pylint-dev/pylint,0,0,1,,,increased_function_decomposition,2,2
pylint-dev__pylint-4492,pylint-dev/pylint,0,0,1,,,increased_function_decomposition|introduced_helper_function,8,6
pylint-dev__pylint-4516,pylint-dev/pylint,0,0,0,,,,5,4
pylint-dev__pylint-4551,pylint-dev/pylint,0,0,1,,,increased_function_decomposition,7,4
pylint-dev__pylint-4604,pylint-dev/pylint,0,0,0,,,,3,3
pylint-dev__pylint-4661,pylint-dev/pylint,0,0,0,,,,2,1
pylint-dev__pylint-4669,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-4703,pylint-dev/pylint,0,0,0,,,,3,2
pylint-dev__pylint-4812,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-4858,pylint-dev/pylint,0,0,0,,,,2,1
pylint-dev__pylint-5136,pylint-dev/pylint,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,10,6
pylint-dev__pylint-5201,pylint-dev/pylint,0,0,1,,,increased_function_decomposition|introduced_helper_function,12,7
pylint-dev__pylint-5231,pylint-dev/pylint,0,0,1,,,increased_function_decomposition,3,3
pylint-dev__pylint-5446,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-5595,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-5613,pylint-dev/pylint,0,0,0,,,,2,1
pylint-dev__pylint-5730,pylint-dev/pylint,0,1,1,,reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,3,3
pylint-dev__pylint-5839,pylint-dev/pylint,0,0,0,,,,6,4
pylint-dev__pylint-5859,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-5951,pylint-dev/pylint,0,0,1,,,increased_function_decomposition|introduced_helper_function,7,4
pylint-dev__pylint-6059,pylint-dev/pylint,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,1,1
pylint-dev__pylint-6196,pylint-dev/pylint,0,0,1,,,increased_function_decomposition|reduced_apparent_responsibilities,4,2
pylint-dev__pylint-6357,pylint-dev/pylint,0,0,0,,,,6,1
pylint-dev__pylint-6358,pylint-dev/pylint,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,10,6
pylint-dev__pylint-6386,pylint-dev/pylint,0,0,0,,,,8,4
pylint-dev__pylint-6412,pylint-dev/pylint,0,0,0,,,,6,5
pylint-dev__pylint-6506,pylint-dev/pylint,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,1,1
pylint-dev__pylint-6526,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-6528,pylint-dev/pylint,0,1,0,,reduced_cyclomatic_complexity,,5,2
pylint-dev__pylint-6556,pylint-dev/pylint,1,0,1,reduced_external_calls|reduced_fan_out,,moved_logic_behind_function_boundary,5,3
pylint-dev__pylint-6820,pylint-dev/pylint,0,0,0,,,,2,1
pylint-dev__pylint-6903,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-6937,pylint-dev/pylint,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,2,1
pylint-dev__pylint-7080,pylint-dev/pylint,0,0,0,,,,1,1
pylint-dev__pylint-7097,pylint-dev/pylint,0,0,0,,,,4,3
pylint-dev__pylint-7114,pylint-dev/pylint,0,0,0,,,,2,2
pylint-dev__pylint-7228,pylint-dev/pylint,0,0,1,,,increased_function_decomposition|introduced_helper_function,2,1
pylint-dev__pylint-8124,pylint-dev/pylint,0,0,1,,,increased_function_decomposition,5,4
pylint-dev__pylint-8281,pylint-dev/pylint,0,0,0,,,,8,4
pylint-dev__pylint-8312,pylint-dev/pylint,0,0,0,,,,2,2
pylint-dev__pylint-8683,pylint-dev/pylint,0,0,0,,,,3,3
pylint-dev__pylint-8757,pylint-dev/pylint,0,0,0,,,,2,1
pylint-dev__pylint-8819,pylint-dev/pylint,0,0,0,,,,4,2
pylint-dev__pylint-8898,pylint-dev/pylint,0,0,1,,,increased_function_decomposition|introduced_helper_function,5,5
pylint-dev__pylint-8929,pylint-dev/pylint,0,1,1,,reduced_nesting_depth,increased_function_decomposition|introduced_helper_function,10,7
pytest-dev__pytest-10051,pytest-dev/pytest,0,0,0,,,,3,2
pytest-dev__pytest-10081,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-10343,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-10356,pytest-dev/pytest,0,0,0,,,,2,1
pytest-dev__pytest-10371,pytest-dev/pytest,0,0,0,,,,2,2
pytest-dev__pytest-10442,pytest-dev/pytest,0,0,1,,,increased_function_decomposition,10,5
pytest-dev__pytest-10482,pytest-dev/pytest,0,0,0,,,,2,2
pytest-dev__pytest-10758,pytest-dev/pytest,0,0,0,,,,9,8
pytest-dev__pytest-10893,pytest-dev/pytest,0,0,1,,,increased_function_decomposition,6,5
pytest-dev__pytest-10988,pytest-dev/pytest,0,0,0,,,,4,1
pytest-dev__pytest-11041,pytest-dev/pytest,0,0,0,,,,4,3
pytest-dev__pytest-11044,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-11047,pytest-dev/pytest,1,0,1,reduced_fan_out,,increased_function_decomposition|introduced_helper_function,4,4
pytest-dev__pytest-11125,pytest-dev/pytest,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function,6,2
pytest-dev__pytest-11148,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-11160,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-11217,pytest-dev/pytest,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_cyclomatic_complexity,,1,1
pytest-dev__pytest-5103,pytest-dev/pytest,0,0,1,,,increased_function_decomposition|introduced_helper_function,3,3
pytest-dev__pytest-5205,pytest-dev/pytest,0,0,0,,,,3,1
pytest-dev__pytest-5227,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-5254,pytest-dev/pytest,0,0,1,,,increased_function_decomposition|introduced_helper_function,5,4
pytest-dev__pytest-5262,pytest-dev/pytest,0,0,1,,,increased_function_decomposition,1,1
pytest-dev__pytest-5281,pytest-dev/pytest,0,0,1,,,increased_function_decomposition,2,2
pytest-dev__pytest-5404,pytest-dev/pytest,0,0,0,,,,3,2
pytest-dev__pytest-5479,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-5495,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-5559,pytest-dev/pytest,0,0,0,,,,3,2
pytest-dev__pytest-5692,pytest-dev/pytest,0,0,0,,,,2,2
pytest-dev__pytest-5787,pytest-dev/pytest,0,0,1,,,increased_function_decomposition|introduced_helper_function,4,2
pytest-dev__pytest-5809,pytest-dev/pytest,0,1,0,,reduced_conditional_branches|reduced_cyclomatic_complexity,,1,1
pytest-dev__pytest-5840,pytest-dev/pytest,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,7,5
pytest-dev__pytest-5980,pytest-dev/pytest,0,0,1,,,increased_function_decomposition|introduced_helper_function,5,5
pytest-dev__pytest-6116,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-6186,pytest-dev/pytest,0,0,0,,,,4,2
pytest-dev__pytest-6197,pytest-dev/pytest,1,1,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,3,2
pytest-dev__pytest-6202,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-6214,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-6323,pytest-dev/pytest,0,0,1,,,increased_function_decomposition|introduced_helper_function,2,2
pytest-dev__pytest-6368,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-6926,pytest-dev/pytest,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,4,1
pytest-dev__pytest-7046,pytest-dev/pytest,0,0,0,,,,2,2
pytest-dev__pytest-7122,pytest-dev/pytest,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,5,4
pytest-dev__pytest-7151,pytest-dev/pytest,1,1,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary|reduced_apparent_responsibilities,5,5
pytest-dev__pytest-7158,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-7168,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-7205,pytest-dev/pytest,0,0,0,,,,2,1
pytest-dev__pytest-7220,pytest-dev/pytest,0,0,0,,,,2,1
pytest-dev__pytest-7231,pytest-dev/pytest,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition,5,4
pytest-dev__pytest-7236,pytest-dev/pytest,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,4,3
pytest-dev__pytest-7283,pytest-dev/pytest,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,4,3
pytest-dev__pytest-7324,pytest-dev/pytest,0,0,0,,,,3,3
pytest-dev__pytest-7352,pytest-dev/pytest,0,0,0,,,,2,1
pytest-dev__pytest-7373,pytest-dev/pytest,0,0,0,,,,2,1
pytest-dev__pytest-7466,pytest-dev/pytest,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,1,1
pytest-dev__pytest-7468,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-7481,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-7499,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-7571,pytest-dev/pytest,0,0,0,,,,3,1
pytest-dev__pytest-7637,pytest-dev/pytest,0,0,0,,,,10,7
pytest-dev__pytest-7648,pytest-dev/pytest,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,10,7
pytest-dev__pytest-7939,pytest-dev/pytest,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,5,4
pytest-dev__pytest-7982,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-7985,pytest-dev/pytest,0,0,0,,,,4,3
pytest-dev__pytest-8055,pytest-dev/pytest,0,0,1,,,increased_function_decomposition|introduced_helper_function,7,5
pytest-dev__pytest-8124,pytest-dev/pytest,0,0,1,,,increased_function_decomposition,3,2
pytest-dev__pytest-8250,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-8365,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-8399,pytest-dev/pytest,0,0,0,,,,5,1
pytest-dev__pytest-8428,pytest-dev/pytest,0,0,0,,,,5,5
pytest-dev__pytest-8447,pytest-dev/pytest,0,0,0,,,,8,4
pytest-dev__pytest-8463,pytest-dev/pytest,0,0,1,,,increased_function_decomposition|introduced_helper_function,16,8
pytest-dev__pytest-8516,pytest-dev/pytest,0,0,0,,,,9,4
pytest-dev__pytest-8641,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-8861,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-8906,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-8950,pytest-dev/pytest,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,13,7
pytest-dev__pytest-8952,pytest-dev/pytest,0,0,0,,,,5,3
pytest-dev__pytest-9064,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-9133,pytest-dev/pytest,0,0,0,,,,5,3
pytest-dev__pytest-9279,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-9359,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-9475,pytest-dev/pytest,0,0,0,,,,5,4
pytest-dev__pytest-9624,pytest-dev/pytest,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,1,1
pytest-dev__pytest-9646,pytest-dev/pytest,0,0,0,,,,2,1
pytest-dev__pytest-9681,pytest-dev/pytest,0,0,0,,,,1,1
pytest-dev__pytest-9709,pytest-dev/pytest,1,0,1,reduced_imported_modules,,moved_logic_behind_function_boundary,7,4
pytest-dev__pytest-9798,pytest-dev/pytest,0,0,0,,,,2,1
pytest-dev__pytest-9956,pytest-dev/pytest,0,0,0,,,,5,4
scikit-learn__scikit-learn-10306,scikit-learn/scikit-learn,0,0,0,,,,17,14
scikit-learn__scikit-learn-10331,scikit-learn/scikit-learn,0,0,0,,,,18,5
scikit-learn__scikit-learn-10377,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,1,1
scikit-learn__scikit-learn-10382,scikit-learn/scikit-learn,0,0,0,,,,3,2
scikit-learn__scikit-learn-10397,scikit-learn/scikit-learn,0,0,0,,,,4,2
scikit-learn__scikit-learn-10427,scikit-learn/scikit-learn,1,1,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition,4,4
scikit-learn__scikit-learn-10428,scikit-learn/scikit-learn,0,0,0,,,,2,1
scikit-learn__scikit-learn-10443,scikit-learn/scikit-learn,0,1,0,,reduced_cyclomatic_complexity,,11,7
scikit-learn__scikit-learn-10452,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,2,2
scikit-learn__scikit-learn-10459,scikit-learn/scikit-learn,0,0,0,,,,9,3
scikit-learn__scikit-learn-10471,scikit-learn/scikit-learn,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,moved_logic_behind_function_boundary,12,6
scikit-learn__scikit-learn-10483,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition|introduced_helper_function,7,5
scikit-learn__scikit-learn-10495,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-10558,scikit-learn/scikit-learn,0,0,0,,,,8,7
scikit-learn__scikit-learn-10577,scikit-learn/scikit-learn,1,0,1,reduced_dependency_references|reduced_fan_out,,moved_logic_behind_function_boundary,7,4
scikit-learn__scikit-learn-10687,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,1,1
scikit-learn__scikit-learn-10774,scikit-learn/scikit-learn,0,0,0,,,,23,10
scikit-learn__scikit-learn-10777,scikit-learn/scikit-learn,0,0,0,,,,4,2
scikit-learn__scikit-learn-10803,scikit-learn/scikit-learn,0,0,0,,,,5,5
scikit-learn__scikit-learn-10870,scikit-learn/scikit-learn,0,0,0,,,,5,2
scikit-learn__scikit-learn-10881,scikit-learn/scikit-learn,0,1,0,,reduced_cyclomatic_complexity,,2,2
scikit-learn__scikit-learn-10913,scikit-learn/scikit-learn,0,0,0,,,,3,2
scikit-learn__scikit-learn-10949,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-10982,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-10986,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-11040,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-11042,scikit-learn/scikit-learn,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,5,3
scikit-learn__scikit-learn-11043,scikit-learn/scikit-learn,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,increased_function_decomposition|introduced_helper_function,5,4
scikit-learn__scikit-learn-11151,scikit-learn/scikit-learn,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,7,4
scikit-learn__scikit-learn-11160,scikit-learn/scikit-learn,0,0,0,,,,3,1
scikit-learn__scikit-learn-11206,scikit-learn/scikit-learn,0,1,0,,reduced_conditional_branches|reduced_cyclomatic_complexity,,19,6
scikit-learn__scikit-learn-11235,scikit-learn/scikit-learn,0,0,0,,,,2,1
scikit-learn__scikit-learn-11264,scikit-learn/scikit-learn,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,6,6
scikit-learn__scikit-learn-11281,scikit-learn/scikit-learn,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,increased_function_decomposition,3,1
scikit-learn__scikit-learn-11310,scikit-learn/scikit-learn,0,0,0,,,,4,2
scikit-learn__scikit-learn-11315,scikit-learn/scikit-learn,0,0,0,,,,18,5
scikit-learn__scikit-learn-11333,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-11346,scikit-learn/scikit-learn,0,0,0,,,,3,3
scikit-learn__scikit-learn-11391,scikit-learn/scikit-learn,0,0,0,,,,4,2
scikit-learn__scikit-learn-11496,scikit-learn/scikit-learn,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,reduced_apparent_responsibilities,5,4
scikit-learn__scikit-learn-11542,scikit-learn/scikit-learn,0,0,0,,,,20,14
scikit-learn__scikit-learn-11574,scikit-learn/scikit-learn,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,4,2
scikit-learn__scikit-learn-11585,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,13,7
scikit-learn__scikit-learn-11596,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition|introduced_helper_function,3,1
scikit-learn__scikit-learn-11635,scikit-learn/scikit-learn,1,0,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary|reduced_apparent_responsibilities,12,5
scikit-learn__scikit-learn-12258,scikit-learn/scikit-learn,0,0,0,,,,2,1
scikit-learn__scikit-learn-12443,scikit-learn/scikit-learn,0,0,0,,,,4,2
scikit-learn__scikit-learn-12462,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-12471,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-12486,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-12557,scikit-learn/scikit-learn,0,0,0,,,,12,6
scikit-learn__scikit-learn-12583,scikit-learn/scikit-learn,0,0,0,,,,7,4
scikit-learn__scikit-learn-12626,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition|introduced_helper_function,4,3
scikit-learn__scikit-learn-12656,scikit-learn/scikit-learn,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,3,2
scikit-learn__scikit-learn-12682,scikit-learn/scikit-learn,0,0,0,,,,24,10
scikit-learn__scikit-learn-12733,scikit-learn/scikit-learn,0,0,0,,,,2,1
scikit-learn__scikit-learn-12758,scikit-learn/scikit-learn,0,0,0,,,,5,2
scikit-learn__scikit-learn-12760,scikit-learn/scikit-learn,0,0,0,,,,2,1
scikit-learn__scikit-learn-12784,scikit-learn/scikit-learn,1,0,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,,moved_logic_behind_function_boundary,35,14
scikit-learn__scikit-learn-12827,scikit-learn/scikit-learn,0,1,0,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,,6,3
scikit-learn__scikit-learn-12860,scikit-learn/scikit-learn,0,0,0,,,,7,4
scikit-learn__scikit-learn-12908,scikit-learn/scikit-learn,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function,17,11
scikit-learn__scikit-learn-12938,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-12961,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-12973,scikit-learn/scikit-learn,0,0,0,,,,3,3
scikit-learn__scikit-learn-12983,scikit-learn/scikit-learn,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,45,16
scikit-learn__scikit-learn-12989,scikit-learn/scikit-learn,0,0,0,,,,5,4
scikit-learn__scikit-learn-13010,scikit-learn/scikit-learn,1,1,0,reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,,4,2
scikit-learn__scikit-learn-13013,scikit-learn/scikit-learn,1,1,1,reduced_dependency_references|reduced_fan_out|reduced_imported_modules,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,20,15
scikit-learn__scikit-learn-13017,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-13087,scikit-learn/scikit-learn,0,0,0,,,,3,1
scikit-learn__scikit-learn-13124,scikit-learn/scikit-learn,0,0,0,,,,2,1
scikit-learn__scikit-learn-13135,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,0,0,0,,,,2,1
scikit-learn__scikit-learn-13143,scikit-learn/scikit-learn,0,0,0,,,,8,5
scikit-learn__scikit-learn-13157,scikit-learn/scikit-learn,0,0,0,,,,3,1
scikit-learn__scikit-learn-13165,scikit-learn/scikit-learn,0,0,0,,,,3,1
scikit-learn__scikit-learn-13174,scikit-learn/scikit-learn,0,1,1,,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity,moved_logic_behind_function_boundary,29,12
scikit-learn__scikit-learn-13221,scikit-learn/scikit-learn,0,0,0,,,,6,1
scikit-learn__scikit-learn-13241,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-13253,scikit-learn/scikit-learn,0,0,0,,,,3,1
scikit-learn__scikit-learn-13280,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13283,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,3,2
scikit-learn__scikit-learn-13302,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,13,7
scikit-learn__scikit-learn-13328,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13333,scikit-learn/scikit-learn,0,0,0,,,,6,2
scikit-learn__scikit-learn-13363,scikit-learn/scikit-learn,1,0,0,reduced_dependency_references|reduced_external_calls|reduced_fan_out,,,4,1
scikit-learn__scikit-learn-13368,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13392,scikit-learn/scikit-learn,0,0,1,,,helper_extraction_with_nonincreasing_complexity|increased_function_decomposition|introduced_helper_function,15,7
scikit-learn__scikit-learn-13436,scikit-learn/scikit-learn,0,0,0,,,,3,2
scikit-learn__scikit-learn-13447,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,1,1
scikit-learn__scikit-learn-13454,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13467,scikit-learn/scikit-learn,0,0,0,,,,6,2
scikit-learn__scikit-learn-13472,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13485,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,0,0,0,,,,3,1
scikit-learn__scikit-learn-13497,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,2,2
scikit-learn__scikit-learn-13536,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-13549,scikit-learn/scikit-learn,0,0,0,,,,6,3
scikit-learn__scikit-learn-13554,scikit-learn/scikit-learn,0,0,0,,,,5,1
scikit-learn__scikit-learn-13584,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13618,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition,5,4
scikit-learn__scikit-learn-13628,scikit-learn/scikit-learn,1,0,1,reduced_imported_modules,,reduced_apparent_responsibilities,9,4
scikit-learn__scikit-learn-13641,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition|introduced_helper_function,5,1
scikit-learn__scikit-learn-13704,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-13726,scikit-learn/scikit-learn,0,0,0,,,,4,2
scikit-learn__scikit-learn-13779,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13780,scikit-learn/scikit-learn,0,0,0,,,,5,2
scikit-learn__scikit-learn-13864,scikit-learn/scikit-learn,0,0,0,,,,7,7
scikit-learn__scikit-learn-13877,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-13910,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,3,2
scikit-learn__scikit-learn-13915,scikit-learn/scikit-learn,0,0,1,,,moved_logic_behind_function_boundary,11,8
scikit-learn__scikit-learn-13933,scikit-learn/scikit-learn,1,1,1,reduced_dependency_references|reduced_external_calls|reduced_fan_out,reduced_conditional_branches|reduced_control_flow_constructs|reduced_cyclomatic_complexity|reduced_nesting_depth,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary|reduced_apparent_responsibilities,4,4
scikit-learn__scikit-learn-13960,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition,9,5
scikit-learn__scikit-learn-13974,scikit-learn/scikit-learn,0,0,0,,,,2,2
scikit-learn__scikit-learn-14012,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition|introduced_helper_function|moved_logic_behind_function_boundary,16,9
scikit-learn__scikit-learn-14024,scikit-learn/scikit-learn,0,0,0,,,,3,1
scikit-learn__scikit-learn-14053,scikit-learn/scikit-learn,0,0,0,,,,1,1
scikit-learn__scikit-learn-14067,scikit-learn/scikit-learn,0,0,1,,,increased_function_decomposition,3,3
